customer_id,segment,geography,income,credit_score,loan_type,loan_amount,tenure,acquisition_channel,days_past_due,default_flag
2620,Subprime,Urban,90907,811,BNPL,147968,36,Direct,3,0
2621,Subprime,Rural,131233,807,Personal Loan,474406,48,Direct,6,0
2622,Subprime,Rural,26320,601,BNPL,469173,36,Direct,16,0
2623,Prime,Rural,67854,828,BNPL,335563,24,Partner,5,0
2624,Near Prime,Rural,84157,609,Personal Loan,544101,24,App,16,0
2625,Subprime,Semi-Urban,138936,595,Personal Loan,331277,48,App,13,0
2626,Near Prime,Rural,136986,702,BNPL,27322,36,Partner,4,0
2627,Near Prime,Semi-Urban,87501,583,BNPL,108642,36,Direct,14,0
2628,Prime,Semi-Urban,124961,777,SME Working Capital,198974,24,Partner,6,0
2629,Prime,Rural,130024,537,BNPL,644824,48,Partner,19,0
2630,Near Prime,Urban,166269,653,BNPL,419162,36,Partner,10,0
2631,Near Prime,Semi-Urban,63970,725,Personal Loan,414328,24,Partner,8,0
2632,Near Prime,Rural,89861,555,SME Working Capital,69100,48,App,23,1
2633,Prime,Rural,52362,820,SME Working Capital,118780,36,Partner,3,0
2634,Prime,Urban,144926,572,BNPL,178970,12,Partner,19,0
2635,Subprime,Rural,55982,782,SME Working Capital,646582,6,App,4,0
2636,Prime,Semi-Urban,150916,580,Personal Loan,572762,36,App,16,0
2637,Subprime,Semi-Urban,183681,629,BNPL,58682,6,Direct,11,0
2638,Prime,Urban,135803,773,SME Working Capital,64534,6,Partner,7,0
2639,Near Prime,Semi-Urban,160328,808,Personal Loan,502455,24,App,10,0
2640,Near Prime,Semi-Urban,164183,672,SME Working Capital,369481,36,Direct,6,0
2641,Near Prime,Rural,101612,724,SME Working Capital,92287,24,Direct,6,0
2642,Subprime,Urban,19314,812,Personal Loan,500366,48,App,3,0
2643,Near Prime,Semi-Urban,29909,508,BNPL,151967,12,App,24,1
2644,Subprime,Semi-Urban,177247,846,Personal Loan,174222,36,Partner,1,0
2645,Prime,Urban,102648,824,Personal Loan,451992,48,Direct,4,0
2646,Prime,Semi-Urban,161731,816,BNPL,67519,6,Partner,1,0
2647,Prime,Semi-Urban,180549,594,BNPL,262258,6,Partner,15,0
2648,Prime,Urban,24626,705,BNPL,425548,6,App,5,0
2649,Near Prime,Urban,192148,729,Personal Loan,626779,24,App,4,0
2650,Near Prime,Urban,34301,505,BNPL,335582,12,Partner,24,1
2651,Near Prime,Rural,112113,814,Personal Loan,447986,36,App,5,0
2652,Near Prime,Rural,153182,755,BNPL,260010,48,App,5,0
2653,Near Prime,Urban,78209,830,BNPL,96136,24,Direct,8,0
2654,Prime,Urban,103418,568,Personal Loan,466681,24,App,19,0
2655,Subprime,Semi-Urban,114169,687,Personal Loan,677907,48,App,6,0
2656,Near Prime,Rural,156441,626,BNPL,422145,24,Direct,13,0
2657,Near Prime,Semi-Urban,107882,603,BNPL,561091,24,Direct,15,0
2658,Subprime,Semi-Urban,184435,562,SME Working Capital,219126,48,App,15,0
2659,Prime,Rural,18024,610,Personal Loan,150387,12,Direct,13,0
2660,Near Prime,Rural,82666,530,SME Working Capital,648179,6,App,25,1
2661,Near Prime,Rural,55949,731,SME Working Capital,125408,48,Partner,10,0
2662,Prime,Rural,140331,815,Personal Loan,234197,6,Direct,6,0
2663,Near Prime,Urban,33060,781,Personal Loan,315414,6,Partner,8,0
2664,Near Prime,Semi-Urban,147044,711,Personal Loan,513858,6,App,5,0
2665,Near Prime,Urban,43787,536,Personal Loan,43638,12,Direct,21,1
2666,Prime,Semi-Urban,169717,691,Personal Loan,241816,36,App,8,0
2667,Near Prime,Rural,52737,678,BNPL,520189,12,Partner,9,0
2668,Prime,Urban,173715,542,SME Working Capital,207235,36,Partner,19,0
2669,Prime,Semi-Urban,155422,665,BNPL,371776,24,App,11,0
2670,Prime,Semi-Urban,128333,777,BNPL,179873,36,App,5,0
2671,Subprime,Semi-Urban,196774,717,SME Working Capital,445178,48,Partner,6,0
2672,Prime,Rural,174835,646,Personal Loan,97892,48,App,9,0
2673,Subprime,Rural,121252,585,Personal Loan,601399,12,Direct,20,0
2674,Near Prime,Semi-Urban,31155,525,Personal Loan,252377,12,App,25,1
2675,Near Prime,Semi-Urban,73807,620,SME Working Capital,566052,6,Partner,14,0
2676,Prime,Rural,193080,609,Personal Loan,636587,36,Direct,13,0
2677,Subprime,Urban,193796,698,Personal Loan,251948,12,App,9,0
2678,Near Prime,Semi-Urban,169140,656,SME Working Capital,580007,12,Direct,6,0
2679,Prime,Rural,57651,751,Personal Loan,167550,48,Partner,4,0
2680,Subprime,Semi-Urban,95217,773,SME Working Capital,221276,36,Direct,6,0
2681,Near Prime,Semi-Urban,145199,637,BNPL,655479,12,Direct,11,0
2682,Subprime,Rural,195810,781,SME Working Capital,660610,6,App,4,0
2683,Near Prime,Semi-Urban,184198,696,Personal Loan,407987,36,Direct,2,0
2684,Subprime,Semi-Urban,58562,508,SME Working Capital,40585,24,Direct,23,1
2685,Subprime,Urban,104212,507,SME Working Capital,437282,12,Direct,25,1
2686,Near Prime,Semi-Urban,109637,740,Personal Loan,240578,24,App,5,0
2687,Near Prime,Semi-Urban,25083,509,Personal Loan,22819,12,Partner,25,1
2688,Prime,Rural,38008,535,SME Working Capital,462379,12,Partner,26,1
2689,Near Prime,Semi-Urban,103760,598,Personal Loan,455101,24,App,15,0
2690,Near Prime,Urban,135028,709,BNPL,435320,48,Direct,4,0
2691,Subprime,Semi-Urban,117291,790,Personal Loan,197771,48,App,5,0
2692,Near Prime,Urban,102108,763,BNPL,129219,12,App,4,0
2693,Near Prime,Rural,90091,786,BNPL,274886,12,Direct,5,0
2694,Near Prime,Semi-Urban,181713,700,SME Working Capital,494276,12,Partner,8,0
2695,Near Prime,Urban,37063,512,BNPL,660515,6,Direct,22,1
2696,Near Prime,Semi-Urban,39995,564,SME Working Capital,634477,24,Direct,19,0
2697,Subprime,Semi-Urban,16876,579,SME Working Capital,188939,24,Direct,21,1
2698,Near Prime,Urban,78353,593,SME Working Capital,295057,48,Partner,15,0
2699,Prime,Urban,116967,827,SME Working Capital,191225,36,App,2,0
2700,Prime,Rural,96641,693,BNPL,169022,48,Direct,3,0
2701,Prime,Rural,102038,759,SME Working Capital,241335,36,Partner,5,0
2702,Near Prime,Rural,110232,540,SME Working Capital,164776,48,App,18,0
2703,Near Prime,Urban,159751,730,SME Working Capital,99669,36,Partner,2,0
2704,Prime,Urban,172329,604,BNPL,22139,48,Partner,17,0
2705,Near Prime,Urban,159853,615,BNPL,297165,6,Direct,12,0
2706,Subprime,Rural,145572,849,BNPL,224784,6,Partner,7,0
2707,Near Prime,Urban,172078,540,Personal Loan,428577,12,Direct,25,1
2708,Near Prime,Semi-Urban,46646,776,BNPL,155087,36,Direct,5,0
2709,Near Prime,Rural,78238,846,BNPL,177636,36,Partner,3,0
2710,Subprime,Rural,184115,524,SME Working Capital,263254,12,App,23,1
2711,Prime,Semi-Urban,28445,548,Personal Loan,280957,24,Partner,20,0
2712,Near Prime,Semi-Urban,39865,542,Personal Loan,420317,6,Direct,18,0
2713,Near Prime,Semi-Urban,122637,796,BNPL,558406,36,Partner,1,0
2714,Prime,Urban,132082,542,BNPL,165493,48,Direct,25,1
2715,Near Prime,Rural,144931,709,Personal Loan,471071,12,Partner,4,0
2716,Prime,Rural,49806,721,Personal Loan,592345,36,App,9,0
2717,Prime,Semi-Urban,121364,679,BNPL,161666,6,Partner,5,0
2718,Prime,Rural,64106,784,SME Working Capital,298399,6,Partner,6,0
2719,Prime,Semi-Urban,172402,775,SME Working Capital,546238,48,Partner,10,0
2720,Near Prime,Urban,165777,689,Personal Loan,162372,48,Direct,4,0
2721,Prime,Rural,195161,754,BNPL,588249,12,Direct,6,0
2722,Subprime,Semi-Urban,196694,747,BNPL,694431,6,Partner,8,0
2723,Prime,Semi-Urban,132152,834,Personal Loan,212438,6,Direct,5,0
2724,Subprime,Urban,184030,813,BNPL,246034,36,Partner,10,0
2725,Near Prime,Semi-Urban,190093,538,SME Working Capital,473479,36,Direct,27,1
2726,Prime,Urban,154588,602,BNPL,38638,12,Direct,10,0
2727,Subprime,Semi-Urban,63528,747,SME Working Capital,172050,48,Partner,6,0
2728,Near Prime,Rural,181377,575,Personal Loan,515897,12,Partner,17,0
2729,Prime,Urban,31963,549,SME Working Capital,352927,12,Direct,22,1
2730,Subprime,Semi-Urban,24310,675,SME Working Capital,525282,24,App,4,0
2731,Prime,Rural,129032,839,Personal Loan,521080,24,Partner,9,0
2732,Near Prime,Urban,24851,570,BNPL,56389,6,App,17,0
2733,Near Prime,Urban,163217,804,Personal Loan,118599,6,App,6,0
2734,Near Prime,Semi-Urban,67860,538,SME Working Capital,133924,6,Partner,17,0
2735,Near Prime,Semi-Urban,67739,813,BNPL,435158,12,Partner,8,0
2736,Subprime,Urban,63625,585,BNPL,452150,48,Direct,17,0
2737,Near Prime,Rural,112378,794,BNPL,159813,36,App,5,0
2738,Prime,Rural,77164,515,Personal Loan,53579,12,Direct,20,0
2739,Near Prime,Rural,44174,515,Personal Loan,450127,6,Partner,22,1
2740,Near Prime,Rural,30461,829,SME Working Capital,5295,36,App,8,0
2741,Prime,Rural,91081,717,Personal Loan,637952,12,Direct,3,0
2742,Near Prime,Semi-Urban,20518,525,Personal Loan,123620,36,App,20,0
2743,Near Prime,Urban,55833,719,BNPL,230912,36,App,9,0
2744,Near Prime,Semi-Urban,90203,618,SME Working Capital,601297,24,Partner,15,0
2745,Prime,Rural,40891,772,Personal Loan,263948,48,Direct,7,0
2746,Near Prime,Urban,114217,798,Personal Loan,679010,48,Direct,8,0
2747,Near Prime,Semi-Urban,193211,521,BNPL,491277,12,Partner,19,0
2748,Near Prime,Semi-Urban,49218,742,SME Working Capital,626539,36,Direct,5,0
2749,Subprime,Urban,15734,653,BNPL,534703,24,App,12,0
2750,Prime,Semi-Urban,49784,507,BNPL,430262,36,Partner,25,1
2751,Prime,Rural,62522,533,SME Working Capital,502198,36,Partner,19,0
2752,Prime,Rural,29112,756,Personal Loan,536443,6,App,5,0
2753,Subprime,Semi-Urban,16651,746,BNPL,476626,48,Direct,5,0
2754,Subprime,Semi-Urban,30380,799,SME Working Capital,328747,36,Partner,8,0
2755,Prime,Rural,188237,779,Personal Loan,385988,6,Direct,11,0
2756,Subprime,Semi-Urban,35948,610,SME Working Capital,68915,6,Partner,15,0
2757,Near Prime,Urban,97622,584,BNPL,282136,48,Direct,17,0
2758,Subprime,Rural,87961,748,Personal Loan,625217,12,Direct,12,0
2759,Near Prime,Rural,157489,724,SME Working Capital,218865,36,Partner,6,0
2760,Subprime,Rural,144749,828,Personal Loan,303394,6,Direct,9,0
2761,Near Prime,Semi-Urban,179627,776,BNPL,49681,48,App,5,0
2762,Prime,Urban,69091,574,BNPL,626406,48,Partner,18,0
2763,Subprime,Rural,105132,766,BNPL,535179,48,App,4,0
2764,Prime,Semi-Urban,146693,726,BNPL,34920,24,Partner,7,0
2765,Near Prime,Rural,49981,625,BNPL,216841,48,App,10,0
2766,Near Prime,Urban,195147,606,Personal Loan,674904,48,Direct,13,0
2767,Prime,Semi-Urban,66407,632,SME Working Capital,469766,12,Partner,14,0
2768,Near Prime,Rural,193929,545,SME Working Capital,178680,36,Partner,21,1
2769,Subprime,Rural,122051,573,Personal Loan,615160,6,App,15,0
2770,Prime,Rural,120416,656,Personal Loan,221321,24,App,15,0
2771,Prime,Rural,97324,806,BNPL,534511,48,Partner,7,0
2772,Subprime,Semi-Urban,85896,817,SME Working Capital,238579,6,Partner,4,0
2773,Prime,Rural,86853,660,SME Working Capital,341148,36,Partner,10,0
2774,Prime,Rural,60571,594,SME Working Capital,590663,48,Direct,13,0
2775,Near Prime,Urban,166597,829,BNPL,33665,48,Partner,9,0
2776,Near Prime,Rural,108857,849,Personal Loan,92947,12,Direct,5,0
2777,Subprime,Urban,101047,620,SME Working Capital,259683,24,Partner,14,0
2778,Prime,Semi-Urban,92598,690,SME Working Capital,448141,24,App,6,0
2779,Prime,Urban,186744,748,SME Working Capital,29808,24,Partner,3,0
2780,Subprime,Rural,199292,697,BNPL,252862,24,Partner,5,0
2781,Near Prime,Urban,102921,682,Personal Loan,593185,24,Direct,5,0
2782,Subprime,Semi-Urban,93995,594,BNPL,430847,36,Partner,13,0
2783,Prime,Rural,164379,683,Personal Loan,400003,48,App,4,0
2784,Prime,Rural,156850,804,SME Working Capital,190966,36,Direct,8,0
2785,Subprime,Rural,62037,817,Personal Loan,423393,36,Direct,5,0
2786,Prime,Urban,105011,519,SME Working Capital,454976,24,Partner,24,1
2787,Prime,Rural,156712,840,SME Working Capital,428150,48,Direct,6,0
2788,Prime,Rural,191785,501,BNPL,159293,24,App,22,1
2789,Prime,Rural,19848,794,Personal Loan,314593,6,Direct,7,0
2790,Prime,Semi-Urban,123837,817,Personal Loan,216420,6,Direct,3,0
2791,Prime,Rural,88884,570,SME Working Capital,41712,12,App,16,0
2792,Prime,Rural,176537,788,BNPL,526099,48,App,1,0
2793,Near Prime,Rural,84055,677,BNPL,125609,36,Partner,11,0
2794,Near Prime,Semi-Urban,44386,694,BNPL,651709,6,App,5,0
2795,Near Prime,Rural,29907,780,Personal Loan,115760,12,Partner,14,0
2796,Prime,Urban,32021,584,SME Working Capital,654727,24,Direct,13,0
2797,Near Prime,Urban,26726,641,Personal Loan,611851,24,Direct,10,0
2798,Near Prime,Semi-Urban,37272,529,SME Working Capital,73175,36,Partner,23,1
2799,Prime,Semi-Urban,168716,800,SME Working Capital,121484,6,Partner,5,0
2800,Near Prime,Urban,148370,551,BNPL,588924,36,App,19,0
2801,Subprime,Semi-Urban,151901,730,SME Working Capital,498307,24,Partner,4,0
2802,Subprime,Rural,193596,535,BNPL,69156,48,App,20,0
2803,Near Prime,Rural,105202,778,SME Working Capital,122936,6,Partner,5,0
2804,Prime,Urban,36781,644,Personal Loan,150315,48,App,10,0
2805,Prime,Urban,42155,759,BNPL,124462,12,Partner,5,0
2806,Prime,Rural,85258,627,SME Working Capital,670946,36,Direct,13,0
2807,Prime,Urban,124990,526,SME Working Capital,223712,48,Direct,21,1
2808,Near Prime,Rural,146766,846,SME Working Capital,105903,6,Direct,8,0
2809,Near Prime,Semi-Urban,94498,803,BNPL,444121,48,Direct,1,0
2810,Prime,Semi-Urban,96845,838,BNPL,41636,36,Partner,7,0
2811,Near Prime,Rural,185172,650,BNPL,507123,6,Partner,7,0
2812,Near Prime,Semi-Urban,118486,553,Personal Loan,644697,12,Direct,20,0
2813,Subprime,Urban,78329,820,Personal Loan,611481,36,Direct,3,0
2814,Subprime,Semi-Urban,39352,777,SME Working Capital,66098,48,App,4,0
2815,Subprime,Urban,42445,832,BNPL,522485,24,Direct,2,0
2816,Near Prime,Rural,115343,635,Personal Loan,556181,24,Partner,7,0
2817,Subprime,Semi-Urban,34436,749,BNPL,206656,12,App,4,0
2818,Near Prime,Rural,120383,832,BNPL,393962,36,App,7,0
2819,Prime,Rural,96354,685,BNPL,639877,6,App,6,0
2820,Prime,Urban,155555,715,BNPL,596924,12,Direct,3,0
2821,Near Prime,Rural,77308,716,SME Working Capital,65716,6,Partner,6,0
2822,Near Prime,Semi-Urban,134423,779,SME Working Capital,245644,12,App,4,0
2823,Near Prime,Rural,41894,806,BNPL,432747,36,Partner,3,0
2824,Near Prime,Urban,104088,700,Personal Loan,571003,6,App,3,0
2825,Near Prime,Urban,25992,604,BNPL,182789,24,App,13,0
2826,Near Prime,Semi-Urban,65873,797,BNPL,231571,12,App,6,0
2827,Near Prime,Semi-Urban,45943,759,Personal Loan,699688,48,Direct,5,0
2828,Prime,Rural,86073,593,SME Working Capital,394258,36,Direct,14,0
2829,Near Prime,Urban,138326,815,Personal Loan,694421,36,Direct,1,0
2830,Prime,Semi-Urban,194101,528,SME Working Capital,224712,12,Partner,20,0
2831,Near Prime,Rural,123589,729,Personal Loan,158208,48,Partner,7,0
2832,Prime,Urban,116454,542,SME Working Capital,38602,36,Direct,20,0
2833,Prime,Rural,195032,650,BNPL,42614,6,App,11,0
2834,Near Prime,Urban,167457,512,BNPL,637981,48,App,22,1
2835,Near Prime,Urban,175690,682,BNPL,327011,36,Direct,5,0
2836,Subprime,Urban,141976,567,SME Working Capital,213002,36,Partner,20,0
2837,Prime,Urban,35401,561,BNPL,460858,24,Partner,17,0
2838,Prime,Rural,174330,760,Personal Loan,633412,6,App,7,0
2839,Prime,Rural,93211,848,BNPL,104461,48,App,6,0
2840,Subprime,Semi-Urban,192826,723,SME Working Capital,331151,12,App,7,0
2841,Near Prime,Urban,67500,818,Personal Loan,105145,24,Direct,6,0
2842,Near Prime,Urban,42227,579,SME Working Capital,196015,48,Direct,20,0
2843,Prime,Rural,194088,716,SME Working Capital,22625,48,Partner,5,0
2844,Near Prime,Rural,111433,531,SME Working Capital,23042,6,Partner,21,1
2845,Prime,Semi-Urban,83624,799,Personal Loan,679498,12,App,6,0
2846,Subprime,Rural,134157,656,SME Working Capital,477001,12,Partner,10,0
2847,Near Prime,Urban,96342,780,BNPL,667455,36,App,7,0
2848,Subprime,Rural,148451,814,Personal Loan,415014,12,App,4,0
2849,Near Prime,Semi-Urban,122398,685,BNPL,470272,6,Partner,4,0
2850,Near Prime,Rural,174151,835,SME Working Capital,650133,24,Direct,7,0
2851,Prime,Semi-Urban,127963,815,Personal Loan,391143,12,App,5,0
2852,Near Prime,Semi-Urban,35832,537,BNPL,267980,48,App,21,1
2853,Near Prime,Rural,41827,849,Personal Loan,127411,6,App,3,0
2854,Near Prime,Urban,139461,823,BNPL,27527,12,App,4,0
2855,Near Prime,Rural,131356,515,Personal Loan,123190,12,App,22,1
2856,Subprime,Urban,184023,664,SME Working Capital,596098,36,App,9,0
2857,Near Prime,Semi-Urban,178909,545,BNPL,421630,6,Direct,21,1
2858,Near Prime,Rural,103775,785,SME Working Capital,614135,24,Partner,7,0
2859,Near Prime,Rural,43994,637,SME Working Capital,442223,12,App,13,0
2860,Near Prime,Rural,65951,807,BNPL,574335,24,Partner,6,0
2861,Near Prime,Rural,114438,618,Personal Loan,506026,24,Partner,13,0
2862,Subprime,Rural,155798,708,SME Working Capital,291646,48,Partner,5,0
2863,Near Prime,Semi-Urban,162029,686,BNPL,659364,6,App,4,0
2864,Prime,Semi-Urban,118309,829,SME Working Capital,210815,24,Partner,5,0
2865,Prime,Urban,181291,585,BNPL,381885,6,Direct,14,0
2866,Near Prime,Urban,142278,576,BNPL,128844,24,Direct,17,0
2867,Near Prime,Urban,149752,799,SME Working Capital,313857,36,Direct,4,0
2868,Subprime,Rural,27498,563,BNPL,422493,6,Partner,18,0
2869,Subprime,Rural,80794,581,SME Working Capital,222655,24,App,20,0
2870,Subprime,Urban,60974,843,Personal Loan,222634,6,Direct,6,0
2871,Near Prime,Urban,87889,558,SME Working Capital,250767,48,App,21,1
2872,Near Prime,Rural,138913,645,BNPL,480736,48,App,12,0
2873,Subprime,Rural,186064,616,SME Working Capital,668330,36,Partner,14,0
2874,Prime,Semi-Urban,182648,632,SME Working Capital,635648,24,App,13,0
2875,Prime,Semi-Urban,64952,769,SME Working Capital,593199,6,App,7,0
2876,Prime,Semi-Urban,19335,609,SME Working Capital,430874,12,Direct,12,0
2877,Near Prime,Urban,141459,687,BNPL,258856,48,Direct,5,0
2878,Subprime,Semi-Urban,119464,569,BNPL,235345,24,Partner,19,0
2879,Prime,Urban,183837,839,BNPL,262985,36,Partner,7,0
2880,Prime,Rural,42675,606,SME Working Capital,259468,24,App,11,0
2881,Prime,Semi-Urban,52289,629,BNPL,286764,36,App,14,0
2882,Near Prime,Semi-Urban,196059,740,Personal Loan,423863,24,Direct,6,0
2883,Prime,Urban,168241,819,SME Working Capital,399926,36,App,6,0
2884,Prime,Semi-Urban,116000,767,BNPL,414071,36,Partner,6,0
2885,Prime,Semi-Urban,111821,652,BNPL,90918,36,Partner,6,0
2886,Prime,Rural,99781,786,BNPL,489262,12,Direct,3,0
2887,Prime,Urban,176475,591,SME Working Capital,386763,36,Direct,15,0
2888,Near Prime,Urban,165923,695,BNPL,670283,24,App,2,0
2889,Near Prime,Semi-Urban,101373,585,SME Working Capital,699926,48,Direct,15,0
2890,Prime,Semi-Urban,171499,624,BNPL,502010,24,App,10,0
2891,Near Prime,Rural,25407,802,BNPL,493107,48,Partner,8,0
2892,Prime,Urban,106915,825,Personal Loan,551063,36,Direct,6,0
2893,Subprime,Urban,83884,761,SME Working Capital,30733,48,App,5,0
2894,Prime,Rural,195584,613,BNPL,281124,36,App,15,0
2895,Near Prime,Semi-Urban,59435,777,Personal Loan,248020,12,Direct,10,0
2896,Subprime,Urban,82479,774,SME Working Capital,684424,24,App,1,0
2897,Prime,Urban,88515,659,SME Working Capital,538080,24,Partner,6,0
2898,Prime,Urban,178519,551,Personal Loan,511854,6,App,19,0
2899,Near Prime,Urban,183950,638,Personal Loan,544016,48,Direct,8,0
2900,Near Prime,Semi-Urban,85822,505,SME Working Capital,488956,24,Partner,25,1
2901,Prime,Urban,168739,840,SME Working Capital,85900,36,Partner,3,0
2902,Near Prime,Rural,116201,536,SME Working Capital,669182,36,App,25,1
2903,Subprime,Semi-Urban,193561,667,SME Working Capital,210154,12,Partner,7,0
2904,Near Prime,Rural,63151,535,BNPL,440513,6,Direct,20,0
2905,Prime,Urban,41017,749,SME Working Capital,553559,12,Direct,4,0
2906,Near Prime,Urban,37135,637,BNPL,224550,36,Partner,8,0
2907,Subprime,Urban,168455,664,Personal Loan,685372,36,Direct,8,0
2908,Prime,Urban,185181,573,BNPL,542388,6,Direct,18,0
2909,Near Prime,Urban,82596,690,SME Working Capital,684287,12,App,7,0
2910,Near Prime,Semi-Urban,94983,523,Personal Loan,664285,6,Partner,21,1
2911,Near Prime,Rural,158862,591,BNPL,59133,48,Partner,12,0
2912,Prime,Rural,187601,698,BNPL,695981,48,App,4,0
2913,Prime,Urban,20865,521,BNPL,689890,24,Partner,22,1
2914,Prime,Semi-Urban,101367,617,BNPL,696181,12,Direct,10,0
2915,Subprime,Urban,147188,528,Personal Loan,244050,48,Direct,19,0
2916,Prime,Semi-Urban,52176,645,BNPL,385826,6,App,14,0
2917,Prime,Rural,15745,561,BNPL,360463,48,Partner,15,0
2918,Near Prime,Semi-Urban,34385,669,SME Working Capital,515073,36,Partner,6,0
2919,Prime,Semi-Urban,98332,565,SME Working Capital,558904,12,Partner,21,1
2920,Prime,Rural,66735,608,SME Working Capital,592425,12,Partner,15,0
2921,Near Prime,Urban,154225,639,BNPL,350785,6,App,11,0
2922,Prime,Urban,28329,739,BNPL,454676,48,App,7,0
2923,Near Prime,Rural,145389,579,SME Working Capital,512374,12,Partner,16,0
2924,Near Prime,Urban,86723,534,SME Working Capital,131591,48,Direct,24,1
2925,Prime,Rural,178658,510,Personal Loan,370779,48,Direct,24,1
2926,Prime,Rural,42811,512,BNPL,412464,6,Direct,22,1
2927,Near Prime,Semi-Urban,128990,834,SME Working Capital,78466,48,Direct,8,0
2928,Near Prime,Semi-Urban,163497,769,SME Working Capital,422527,6,Partner,7,0
2929,Prime,Rural,136409,668,SME Working Capital,108911,12,Direct,7,0
2930,Prime,Rural,104586,760,Personal Loan,540862,36,Direct,1,0
2931,Near Prime,Rural,178136,554,SME Working Capital,75060,36,Partner,20,0
2932,Subprime,Rural,175617,642,Personal Loan,94558,12,App,9,0
2933,Prime,Rural,129864,813,BNPL,144736,36,Direct,6,0
2934,Subprime,Urban,107091,502,BNPL,268382,48,Direct,21,1
2935,Prime,Semi-Urban,172718,825,Personal Loan,69825,24,App,7,0
2936,Near Prime,Urban,87168,627,SME Working Capital,71223,12,Partner,11,0
2937,Near Prime,Rural,115441,827,Personal Loan,580370,6,Partner,4,0
2938,Near Prime,Semi-Urban,67448,734,SME Working Capital,194896,6,App,9,0
2939,Prime,Rural,83610,571,BNPL,603639,36,Partner,16,0
2940,Prime,Semi-Urban,136831,598,SME Working Capital,607270,48,Partner,13,0
2941,Near Prime,Semi-Urban,97575,736,Personal Loan,689711,6,Partner,4,0
2942,Subprime,Urban,132580,564,Personal Loan,146068,12,App,20,0
2943,Near Prime,Rural,74887,804,Personal Loan,558423,6,Partner,4,0
2944,Prime,Rural,41286,543,Personal Loan,682307,12,Direct,20,0
2945,Near Prime,Urban,181604,848,Personal Loan,641220,24,Direct,3,0
2946,Subprime,Semi-Urban,98648,649,Personal Loan,117307,36,App,6,0
2947,Prime,Semi-Urban,36953,770,SME Working Capital,595321,36,App,6,0
2948,Prime,Semi-Urban,43085,773,SME Working Capital,606334,48,Partner,3,0
2949,Subprime,Urban,88646,775,Personal Loan,515223,12,Direct,2,0
2950,Prime,Urban,186711,599,SME Working Capital,598040,6,Direct,15,0
2951,Subprime,Rural,38854,725,Personal Loan,385957,48,Direct,4,0
2952,Near Prime,Rural,21497,781,SME Working Capital,199816,36,Direct,2,0
2953,Subprime,Rural,74800,619,BNPL,221472,48,App,14,0
2954,Prime,Semi-Urban,70925,798,BNPL,282920,6,Partner,3,0
2955,Subprime,Rural,98616,543,Personal Loan,333956,6,Direct,23,1
2956,Prime,Semi-Urban,86104,688,BNPL,315631,48,App,7,0
2957,Near Prime,Semi-Urban,180723,711,SME Working Capital,21516,6,Partner,3,0
2958,Prime,Rural,47072,763,Personal Loan,363507,36,Direct,5,0
2959,Near Prime,Semi-Urban,184447,633,Personal Loan,197689,36,Direct,11,0
2960,Near Prime,Urban,98245,688,Personal Loan,658240,48,App,6,0
2961,Near Prime,Urban,99727,566,SME Working Capital,540969,36,Direct,18,0
2962,Near Prime,Urban,54246,653,SME Working Capital,90003,24,Direct,10,0
2963,Prime,Rural,105165,685,BNPL,149875,6,Direct,14,0
2964,Near Prime,Semi-Urban,69132,510,SME Working Capital,324532,12,App,22,1
2965,Near Prime,Semi-Urban,118277,694,BNPL,219431,48,App,3,0
2966,Prime,Rural,188643,609,Personal Loan,204642,24,Direct,12,0
2967,Prime,Semi-Urban,107494,786,SME Working Capital,116707,6,Partner,5,0
2968,Near Prime,Semi-Urban,28109,702,BNPL,175799,24,Partner,3,0
2969,Prime,Rural,41936,796,SME Working Capital,443658,6,Direct,8,0
2970,Prime,Rural,149813,542,BNPL,653990,6,Direct,24,1
2971,Near Prime,Semi-Urban,193592,826,BNPL,106086,36,App,4,0
2972,Near Prime,Semi-Urban,22351,671,BNPL,429166,6,Partner,5,0
2973,Near Prime,Semi-Urban,107891,823,Personal Loan,164522,12,App,3,0
2974,Prime,Semi-Urban,67240,759,SME Working Capital,636370,48,App,2,0
2975,Prime,Urban,176339,557,Personal Loan,428269,6,Partner,19,0
2976,Near Prime,Urban,144020,708,BNPL,186625,48,Direct,3,0
2977,Near Prime,Urban,196840,559,BNPL,479013,36,Direct,20,0
2978,Prime,Urban,191934,733,SME Working Capital,509712,36,App,8,0
2979,Subprime,Semi-Urban,68718,792,Personal Loan,164873,6,App,5,0
2980,Near Prime,Rural,169380,812,SME Working Capital,320908,48,Partner,6,0
2981,Near Prime,Rural,148367,758,BNPL,285385,24,Partner,3,0
2982,Near Prime,Rural,199858,656,Personal Loan,315764,24,Direct,8,0
2983,Prime,Rural,86846,654,SME Working Capital,690115,6,Direct,7,0
2984,Subprime,Rural,77111,562,Personal Loan,53559,6,Partner,17,0
2985,Prime,Rural,62864,695,BNPL,391464,36,App,3,0
2986,Prime,Rural,124444,630,SME Working Capital,464182,24,Partner,12,0
2987,Subprime,Semi-Urban,22751,604,SME Working Capital,577779,48,Direct,15,0
2988,Near Prime,Rural,60881,830,BNPL,106644,6,Direct,2,0
2989,Subprime,Semi-Urban,185989,600,SME Working Capital,540698,36,Partner,11,0
2990,Prime,Rural,145150,675,SME Working Capital,562407,12,App,6,0
2991,Prime,Urban,190594,530,SME Working Capital,516240,12,Partner,27,1
